paths,p_red_win,p_blue_win,p_ko_tko,p_sub,p_dec,mean_finish_round,mean_red_sig_att,mean_red_sig_landed,mean_red_td_att,mean_red_td_landed,mean_red_control_seconds,mean_red_ground_control_seconds,mean_red_clinch_control_seconds,mean_red_sub_att,mean_red_reversals,mean_red_knockdowns_scored,mean_red_distance_segments,mean_red_clinch_segments,mean_red_ground_segments,mean_red_distance_occupancy,mean_red_clinch_occupancy,mean_red_ground_occupancy,mean_blue_sig_att,mean_blue_sig_landed,mean_blue_td_att,mean_blue_td_landed,mean_blue_control_seconds,mean_blue_ground_control_seconds,mean_blue_clinch_control_seconds,mean_blue_sub_att,mean_blue_reversals,mean_blue_knockdowns_scored,mean_blue_distance_segments,mean_blue_clinch_segments,mean_blue_ground_segments,mean_blue_distance_occupancy,mean_blue_clinch_occupancy,mean_blue_ground_occupancy,td_success_rate,bout_id,event_date,red_name,blue_name,red_fighter_id,blue_fighter_id,red_age,blue_age,scheduled_rounds,actual_red_win,winner_correct,winner_brier
10,0.7,0.3,0.0,0.1,0.9,2.0,132.8,55.4,1.4,0.6,71.0,34.0,37.0,0.2,0.0,0.1,64.5,11.0,9.3,0.7606132075471699,0.12971698113207547,0.10966981132075473,135.6,54.7,2.1,0.8,132.0,59.0,73.0,0.0,0.0,0.1,64.5,11.0,9.3,0.7606132075471699,0.12971698113207547,0.10966981132075473,0.39999999999999997,ed8fb10b596e6fa4,2020-09-12,Sabina Mazo,Justine Kish,70d2329a92864fdb,928ae2e5b5f7a9ec,23.468856947296374,32.41615331964408,3,1,1,0.09000000000000002
10,0.5,0.5,0.0,0.5,0.5,2.0,53.3,27.9,2.1,1.0,228.0,85.0,143.0,0.1,0.1,0.0,36.8,14.3,16.1,0.5476190476190476,0.21279761904761904,0.23958333333333334,64.6,26.1,2.9,1.2,76.0,76.0,0.0,0.9,0.3,0.1,36.8,14.3,16.1,0.5476190476190476,0.21279761904761904,0.23958333333333334,0.44000000000000006,1a484c452623181e,2020-09-19,Johnny Walker,Ryan Spann,c21f26bbde777573,a67f5afa8d6a1b80,28.473648186173854,29.073237508555785,3,1,1,0.25
10,0.9,0.1,0.0,0.0,1.0,,78.7,45.5,4.0,1.5,195.0,137.0,58.0,0.5,0.1,0.0,42.8,27.9,19.3,0.4755555555555555,0.31,0.21444444444444447,75.9,31.4,2.1,0.9,277.0,56.0,221.0,0.2,0.0,0.0,42.8,27.9,19.3,0.4755555555555555,0.31,0.21444444444444447,0.39344262295081966,78c3ca588e55bf31,2020-09-19,Kevin Holland,Darren Stewart,3a46b268013afede,a17ad5a5048e8c3f,27.871321013004792,29.72210814510609,3,1,1,0.009999999999999995
10,0.6,0.4,0.0,0.2,0.8,1.5,120.1,29.7,1.9,0.4,30.0,14.0,16.0,0.5,0.1,0.0,57.6,2.4,18.7,0.7318932655654383,0.030495552731893263,0.23761118170266834,101.1,32.1,3.4,1.5,181.0,173.0,8.0,0.3,0.1,0.0,57.6,2.4,18.7,0.7318932655654383,0.030495552731893263,0.23761118170266834,0.3584905660377358,859ca56770ac7672,2020-09-19,Mackenzie Dern,Randa Markos,7447e9f28508106a,4a57ebb14315b251,27.49075975359343,35.110198494182065,3,1,1,0.16000000000000003
10,0.3,0.7,0.0,0.4,0.6,2.75,74.2,31.3,4.7,2.2,304.0,245.0,59.0,0.3,0.2,0.1,37.4,10.2,36.8,0.4431279620853081,0.12085308056872038,0.43601895734597157,73.0,28.5,2.7,1.2,166.0,123.0,43.0,0.7,0.1,0.1,37.4,10.2,36.8,0.4431279620853081,0.12085308056872038,0.43601895734597157,0.4594594594594595,aa08ebe1a69c76ca,2020-09-19,Mirsad Bektic,Damon Jackson,cbd3e590a85b18c5,29af297d9f1de0f8,29.590691307323752,32.114989733059545,3,0,1,0.09
10,0.9,0.1,0.3,0.3,0.4,1.5,93.3,35.8,4.9,2.3,310.0,288.0,22.0,0.4,0.0,0.2,36.3,10.1,32.7,0.4589127686472819,0.1276864728192162,0.41340075853350194,49.6,27.2,1.3,0.2,117.0,38.0,79.0,0.1,0.2,0.4,36.3,10.1,32.7,0.4589127686472819,0.1276864728192162,0.41340075853350194,0.4032258064516129,ca531425f5c042db,2020-09-19,Colby Covington,Tyron Woodley,dc9572dd6ec74859,effd9de9937996f8,32.57494866529774,38.45311430527036,5,1,1,0.009999999999999995
10,0.3,0.7,0.4,0.1,0.5,2.8,185.1,69.1,2.7,0.6,137.0,73.0,64.0,0.1,0.3,0.3,85.2,15.3,13.0,0.7506607929515419,0.13480176211453745,0.1145374449339207,142.3,74.3,3.2,0.9,146.0,57.0,89.0,0.2,0.0,0.3,85.2,15.3,13.0,0.7506607929515419,0.13480176211453745,0.1145374449339207,0.2542372881355932,4c12c9085200121f,2020-09-26,Dominick Reyes,Jan Blachowicz,2e19380f34871c6a,99df7d0a2a08a8a8,30.751540041067763,37.58795345653662,5,0,1,0.09
10,0.4,0.6,0.1,0.0,0.9,3.0,146.9,55.1,1.2,0.1,77.0,7.0,70.0,0.2,0.0,0.0,66.5,12.5,8.1,0.7634902411021814,0.14351320321469577,0.09299655568312284,134.5,56.2,3.6,1.1,129.0,74.0,55.0,0.0,0.0,0.2,66.5,12.5,8.1,0.7634902411021814,0.14351320321469577,0.09299655568312284,0.25000000000000006,5a00c73efbcf323e,2020-09-26,Hakeem Dawodu,Zubaira Tukhugov,2c9d00968f818270,aceffa19749c4dc0,29.23750855578371,29.697467488021903,3,1,0,0.36
10,0.4,0.6,0.4,0.3,0.3,1.5714285714285714,59.1,17.3,1.8,0.8,105.0,97.0,8.0,0.5,0.1,0.1,32.0,1.8,16.3,0.6387225548902196,0.03592814371257485,0.3253493013972056,47.3,23.8,2.4,1.1,74.0,64.0,10.0,0.0,0.0,0.5,32.0,1.8,16.3,0.6387225548902196,0.03592814371257485,0.3253493013972056,0.4523809523809524,73dbbdfcf7f989c0,2020-09-26,Diego Sanchez,Jake Matthews,82e7929bf6c2b689,a845f0735bc67405,38.7378507871321,26.105407255304584,3,0,1,0.16000000000000003
10,0.3,0.7,0.0,0.0,1.0,,131.6,46.5,3.0,1.3,165.0,110.0,55.0,0.3,0.0,0.1,64.8,6.8,18.4,0.72,0.07555555555555556,0.20444444444444443,134.0,51.8,3.8,0.7,87.0,74.0,13.0,0.2,0.1,0.0,64.8,6.8,18.4,0.72,0.07555555555555556,0.20444444444444443,0.29411764705882354,e842c6f63fa2e27a,2020-09-26,Ketlen Vieira,Sijara Eubanks,b9706f80d005036c,4234f0097c83fa62,29.086926762491444,35.41683778234086,3,1,0,0.48999999999999994
10,0.8,0.2,0.7,0.0,0.3,1.8571428571428572,149.9,91.1,1.0,0.2,88.0,54.0,34.0,0.1,0.2,0.5,57.3,4.7,8.7,0.8104667609618104,0.06647807637906648,0.12305516265912304,124.7,53.6,1.4,0.4,45.0,33.0,12.0,0.2,0.0,0.0,57.3,4.7,8.7,0.8104667609618104,0.06647807637906648,0.12305516265912304,0.25000000000000006,fd76b75c28dc247a,2020-09-26,Israel Adesanya,Paulo Costa,1338e2c7480bdf9e,2e5c2aa8e4ab9d82,31.1813826146475,29.43463381245722,5,1,1,0.03999999999999998
10,0.4,0.6,0.1,0.1,0.8,2.0,187.0,89.1,3.6,1.8,317.0,213.0,104.0,0.1,0.2,0.3,90.4,12.2,27.4,0.6953846153846154,0.09384615384615384,0.21076923076923076,302.0,93.8,1.6,0.4,79.0,61.0,18.0,0.4,0.3,0.2,90.4,12.2,27.4,0.6953846153846154,0.09384615384615384,0.21076923076923076,0.4230769230769231,0005e00b07cee542,2020-10-03,Holly Holm,Irene Aldana,634e2fb70bde3fd5,578ef12674df1e6a,38.96235455167693,32.52292950034223,5,1,0,0.36
10,0.0,1.0,0.0,0.5,0.5,1.4,82.9,34.0,0.6,0.2,47.0,27.0,20.0,0.3,0.3,0.1,37.2,2.0,21.2,0.6158940397350994,0.03311258278145695,0.35099337748344367,127.0,41.5,2.8,2.0,185.0,185.0,0.0,0.6,0.0,0.0,37.2,2.0,21.2,0.6158940397350994,0.03311258278145695,0.35099337748344367,0.6470588235294118,24ff0bb908095565,2020-10-03,Carlos Condit,Court McGee,f9f07bb5a43535ed,523fa774700d7d3f,36.43805612594114,35.80835044490075,3,1,0,1.0
10,0.5,0.5,0.0,0.3,0.7,1.6666666666666667,54.9,28.9,1.0,0.5,140.0,64.0,76.0,0.5,0.2,0.2,30.4,16.0,29.0,0.403183023872679,0.21220159151193632,0.3846153846153846,49.4,19.0,6.2,2.2,310.0,226.0,84.0,0.3,0.1,0.3,30.4,16.0,29.0,0.403183023872679,0.21220159151193632,0.3846153846153846,0.375,81b16b26774be5d1,2020-10-03,Germaine de Randamie,Julianna Pena,1d239d571e342453,3253b16d38ae087d,36.4435318275154,31.123887748117728,3,1,1,0.25
10,0.5,0.5,0.4,0.1,0.5,1.4,67.4,30.2,1.5,0.3,72.0,30.0,42.0,0.1,0.1,0.4,31.2,9.6,18.1,0.5297113752122241,0.16298811544991512,0.3073005093378608,47.9,29.9,3.6,1.4,203.0,150.0,53.0,0.2,0.1,0.2,31.2,9.6,18.1,0.5297113752122241,0.16298811544991512,0.3073005093378608,0.33333333333333337,1720a97a2fa261f8,2020-10-10,Ben Rothwell,Marcin Tybura,bd58d34e39b7b12a,c9cf753cfdf77fc2,38.98151950718686,34.91854893908282,3,0,0,0.25
10,0.6,0.4,0.4,0.2,0.4,1.6666666666666667,138.8,69.6,1.8,0.6,78.0,56.0,22.0,0.1,0.1,0.3,57.8,6.1,17.4,0.7109471094710947,0.07503075030750307,0.2140221402214022,127.3,53.4,2.5,0.9,157.0,118.0,39.0,0.3,0.2,0.4,57.8,6.1,17.4,0.7109471094710947,0.07503075030750307,0.2140221402214022,0.3488372093023256,727ecd251325b6a8,2020-10-10,Marlon Moraes,Cory Sandhagen,fea79f9bc8c68769,65f09bacd3957381,32.45722108145106,28.473648186173854,5,0,0,0.36
10,0.7,0.3,0.7,0.3,0.0,1.7,80.0,42.6,0.5,0.4,53.0,53.0,0.0,0.0,0.0,0.2,22.2,1.0,11.5,0.6397694524495676,0.02881844380403458,0.3314121037463977,28.6,12.3,2.1,0.6,71.0,61.0,10.0,0.3,0.1,0.0,22.2,1.0,11.5,0.6397694524495676,0.02881844380403458,0.3314121037463977,0.3846153846153846,db5802643b9fd7d4,2020-10-10,Edson Barboza,Makwan Amirkhani,64a50dad704d1d49,87a1dc546b1c5caf,34.718685831622174,31.920602327173167,3,1,1,0.09000000000000002
10,0.1,0.9,0.4,0.2,0.4,1.6666666666666667,42.0,20.4,3.2,1.8,230.0,191.0,39.0,0.2,0.1,0.0,27.4,4.4,26.0,0.4740484429065744,0.07612456747404846,0.44982698961937717,78.6,48.7,1.6,0.5,73.0,68.0,5.0,0.3,0.1,0.4,27.4,4.4,26.0,0.4740484429065744,0.07612456747404846,0.44982698961937717,0.4791666666666666,4eb5f99202f5fe97,2020-10-17,Claudio Silva,James Krause,6f7c616b98e18c29,8f6a18831a120817,38.11362080766598,34.3709787816564,3,0,1,0.010000000000000002
10,0.4,0.6,0.5,0.2,0.3,2.0,199.9,70.2,1.1,0.4,42.0,32.0,10.0,0.2,0.2,0.2,64.0,2.7,9.6,0.8387942332896462,0.03538663171690695,0.1258191349934469,119.5,59.6,2.6,1.0,81.0,64.0,17.0,0.2,0.1,0.1,64.0,2.7,9.6,0.8387942332896462,0.03538663171690695,0.1258191349934469,0.37837837837837834,5a440bdee19efaab,2020-10-17,Brian Ortega,Chan Sung Jung,def8166ff24bd237,c451d67c09c55418,29.65366187542779,33.58795345653662,5,1,0,0.36
10,0.8,0.2,0.0,0.4,0.6,1.75,53.9,26.8,4.9,2.0,306.0,288.0,18.0,0.9,0.1,0.0,29.4,8.0,33.5,0.41466854724964736,0.11283497884344146,0.47249647390691113,46.1,20.5,1.3,0.7,109.0,47.0,62.0,0.3,0.2,0.1,29.4,8.0,33.5,0.41466854724964736,0.11283497884344146,0.47249647390691113,0.43548387096774194,9b6135943a4c8fe7,2020-10-17,Gillian Robertson,Poliana Botelho,38c7f72747f4f712,5c126c6aac3ef364,25.420944558521562,31.838466803559207,3,1,1,0.03999999999999998
10,0.9,0.1,0.8,0.0,0.2,1.375,100.1,54.2,0.1,0.1,27.0,21.0,6.0,0.0,0.1,0.5,31.6,3.8,4.3,0.795969773299748,0.09571788413098235,0.10831234256926951,64.1,25.8,1.1,0.3,54.0,22.0,32.0,0.0,0.0,0.1,31.6,3.8,4.3,0.795969773299748,0.09571788413098235,0.10831234256926951,0.3333333333333333,e4d0be5ae320c4ae,2020-10-17,Thomas Almeida,Jonathan Martinez,2b074403b7c6cdb4,f2477cf43c4975cc,29.215605749486652,26.494182067077343,3,0,0,0.81
10,0.4,0.6,0.0,0.2,0.8,1.0,85.7,29.0,1.6,0.8,114.0,92.0,22.0,0.3,0.2,0.1,43.9,7.0,22.2,0.6005471956224351,0.0957592339261286,0.3036935704514364,62.6,34.2,3.7,1.7,178.0,130.0,48.0,0.4,0.2,0.0,43.9,7.0,22.2,0.6005471956224351,0.0957592339261286,0.3036935704514364,0.4716981132075471,2279d909f6e3e552,2020-10-24,Joel Alvarez,Alexander Yakovlev,58bbef3770bb2dfc,d06f8869449ba7bd,27.64681724845996,36.26830937713895,3,1,0,0.36
10,1.0,0.0,0.5,0.1,0.4,1.5,120.3,54.8,1.1,0.8,67.0,63.0,4.0,0.1,0.0,0.6,40.6,6.0,6.5,0.7645951035781544,0.11299435028248588,0.1224105461393597,61.7,28.1,0.8,0.1,58.0,2.0,56.0,0.0,0.0,0.2,40.6,6.0,6.5,0.7645951035781544,0.11299435028248588,0.1224105461393597,0.47368421052631576,51108eabae8391ca,2020-10-24,Robert Whittaker,Jared Cannonier,e1147d3d2dabe1ce,13a0275fa13c4d26,29.845311430527037,36.60780287474333,3,1,1,0.0
10,0.8,0.2,0.0,0.8,0.2,2.625,65.2,39.5,8.6,4.2,560.0,554.0,6.0,0.6,0.0,0.1,24.1,1.2,57.9,0.28966346153846156,0.014423076923076922,0.6959134615384615,65.0,34.6,0.1,0.1,31.0,25.0,6.0,0.6,0.3,0.1,24.1,1.2,57.9,0.28966346153846156,0.014423076923076922,0.6959134615384615,0.4942528735632184,59eea37af7efb06c,2020-10-24,Khabib Nurmagomedov,Justin Gaethje,032cc3922d871c7f,9e8f6c728eb01124,32.09308692676249,31.942505133470227,5,1,1,0.03999999999999998
10,0.5,0.5,0.7,0.1,0.2,1.5,71.0,34.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,34.9,4.5,2.5,0.8329355608591885,0.10739856801909309,0.05966587112171838,58.9,35.8,1.0,0.5,70.0,25.0,45.0,0.0,0.0,0.3,34.9,4.5,2.5,0.8329355608591885,0.10739856801909309,0.05966587112171838,0.5,6eaa4981d0335c8a,2020-10-24,Stefan Struve,Tai Tuivasa,ebc1f40e00e0c481,c62fbc117d57b943,32.681724845995895,27.60848733744011,3,0,0,0.25
10,0.8,0.2,0.3,0.0,0.7,1.3333333333333333,98.8,51.5,1.5,0.5,86.0,23.0,63.0,0.0,0.0,0.5,48.1,10.6,12.2,0.6784203102961918,0.14950634696755993,0.17207334273624822,74.8,35.0,1.7,0.9,142.0,99.0,43.0,0.1,0.0,0.1,48.1,10.6,12.2,0.6784203102961918,0.14950634696755993,0.17207334273624822,0.43749999999999994,ccfe7b0d29c5440c,2020-10-24,Alexander Volkov,Walt Harris,279566840aa55bf2,03f982ca3735070c,32.0,37.374401095140314,3,1,1,0.03999999999999998
10,0.8,0.2,0.1,0.4,0.5,2.2,122.6,61.5,1.7,0.6,70.0,61.0,9.0,0.4,0.0,0.1,51.4,5.2,13.0,0.7385057471264368,0.07471264367816093,0.18678160919540232,86.6,47.1,1.8,0.6,112.0,69.0,43.0,0.1,0.1,0.0,51.4,5.2,13.0,0.7385057471264368,0.07471264367816093,0.18678160919540232,0.34285714285714286,de2069fea664c4b7,2020-10-24,Nathaniel Wood,Casey Kenney,329e403448756217,e7bba7ce4d6c7b07,27.463381245722108,29.598904859685145,3,0,0,0.6400000000000001
10,1.0,0.0,0.0,0.0,1.0,,76.6,46.0,4.7,2.0,276.0,182.0,94.0,0.0,0.0,0.1,47.9,19.9,22.2,0.5322222222222222,0.2211111111111111,0.24666666666666665,95.1,28.4,1.9,0.3,145.0,40.0,105.0,0.0,0.0,0.3,47.9,19.9,22.2,0.5322222222222222,0.2211111111111111,0.24666666666666665,0.34848484848484845,eedcb6c5d163e581,2020-10-24,Magomed Ankalaev,Ion Cutelaba,d802174b0c0c1f4e,cd13728ae1151f46,28.39425051334702,26.861054072553046,3,1,1,0.0
10,0.7,0.3,0.8,0.0,0.2,1.875,83.8,48.5,1.0,0.3,34.0,17.0,17.0,0.0,0.0,1.0,44.1,14.4,2.0,0.7289256198347107,0.23801652892561984,0.03305785123966942,63.6,39.5,0.4,0.1,128.0,2.0,126.0,0.0,0.0,0.1,44.1,14.4,2.0,0.7289256198347107,0.23801652892561984,0.03305785123966942,0.28571428571428575,039c645e8f3ac00f,2020-10-31,Uriah Hall,Anderson Silva,65578a75fa7900e3,1f454354805b6f75,36.251882272416154,45.549623545516766,5,1,1,0.09000000000000002
10,1.0,0.0,0.1,0.1,0.8,1.0,201.7,71.5,1.4,0.7,59.0,45.0,14.0,0.1,0.0,0.0,64.0,2.0,7.7,0.8683853459972862,0.027137042062415195,0.1044776119402985,153.8,36.0,1.2,0.3,38.0,32.0,6.0,0.0,0.1,0.1,64.0,2.0,7.7,0.8683853459972862,0.027137042062415195,0.1044776119402985,0.3846153846153847,09f5fb0bec3c948a,2020-10-31,Sean Strickland,Jack Marshman,0d8011111be000b2,045f25b3a4c08e81,29.675564681724847,30.86652977412731,3,1,1,0.0
10,0.3,0.7,0.0,0.5,0.5,1.6,53.5,31.7,2.8,1.1,149.0,136.0,13.0,0.5,0.1,0.0,34.0,1.4,28.6,0.53125,0.021875,0.446875,113.6,38.7,1.8,1.6,151.0,150.0,1.0,0.3,0.1,0.1,34.0,1.4,28.6,0.53125,0.021875,0.446875,0.5869565217391305,83955de599b2d874,2020-10-31,Bryce Mitchell,Andre Fili,d9c6f19f958643e9,8fd808923cffff82,26.075290896646134,30.351813826146476,3,1,0,0.48999999999999994
10,0.8,0.2,0.3,0.1,0.6,1.0,65.9,38.7,1.0,0.6,83.0,52.0,31.0,0.0,0.0,0.4,35.9,8.4,14.8,0.6074450084602369,0.14213197969543148,0.25042301184433163,68.4,28.3,2.3,1.1,149.0,96.0,53.0,0.1,0.0,0.0,35.9,8.4,14.8,0.6074450084602369,0.14213197969543148,0.25042301184433163,0.5151515151515152,95beb5ec32718faf,2020-10-31,Chris Gruetzemacher,Alexander Hernandez,feaf00f3373435d6,262a7d06203657e6,34.37645448323067,28.082135523613964,3,0,0,0.6400000000000001
10,0.1,0.9,0.5,0.0,0.5,1.8,87.4,38.3,1.1,0.2,86.0,34.0,52.0,0.1,0.1,0.1,41.2,9.3,12.7,0.6518987341772152,0.14715189873417722,0.20094936708860758,80.0,41.4,2.0,0.7,134.0,93.0,41.0,0.0,0.1,0.7,41.2,9.3,12.7,0.6518987341772152,0.14715189873417722,0.20094936708860758,0.29032258064516125,d763ad79532b27ff,2020-10-31,Maurice Greene,Greg Hardy,068f8a189a47fea6,85073dbd1be65ed9,34.32443531827516,32.26009582477755,3,0,1,0.010000000000000002
10,0.7,0.3,0.1,0.1,0.8,1.0,88.4,39.6,2.8,1.6,190.0,175.0,15.0,0.3,0.2,0.0,48.8,6.7,19.2,0.6532797858099062,0.08969210174029452,0.2570281124497992,65.0,24.8,1.1,0.3,69.0,17.0,52.0,0.1,0.1,0.0,48.8,6.7,19.2,0.6532797858099062,0.08969210174029452,0.2570281124497992,0.4871794871794872,6ac3d588f9630f0a,2020-11-07,Raoni Barcelos,Khalid Taha,b9f28e7045fdfce7,b4537562f88ac582,33.52224503764545,28.72826830937714,3,1,1,0.09000000000000002
10,0.3,0.7,0.2,0.5,0.3,2.142857142857143,70.7,36.9,1.5,0.7,155.0,92.0,63.0,0.1,0.0,0.3,43.3,11.5,25.3,0.5405742821473158,0.1435705368289638,0.3158551810237204,60.0,29.5,5.5,2.0,212.0,160.0,52.0,0.7,0.0,0.3,43.3,11.5,25.3,0.5405742821473158,0.1435705368289638,0.3158551810237204,0.38571428571428573,923e151bd990961b,2020-11-07,Thiago Santos,Glover Teixeira,dea070ed4a2a8281,7ff97850e8c32bda,36.83504449007529,41.02943189596167,5,0,1,0.09
10,0.1,0.9,0.1,0.2,0.7,1.6666666666666667,113.3,48.1,4.0,1.8,191.0,191.0,0.0,0.1,0.0,0.0,53.7,0.0,21.0,0.7188755020080322,0.0,0.28112449799196787,158.6,66.5,0.6,0.1,19.0,19.0,0.0,0.2,0.2,0.2,53.7,0.0,21.0,0.7188755020080322,0.0,0.28112449799196787,0.4130434782608696,b76590c02f86e705,2020-11-07,Claudia Gadelha,Yan Xiaonan,ec34349e7dffcde7,c41d426cc7326d1b,31.917864476386036,31.394934976043807,3,0,1,0.010000000000000002
10,0.0,1.0,0.6,0.0,0.4,2.0,108.0,44.2,0.7,0.2,49.0,33.0,16.0,0.0,0.0,0.2,55.6,4.0,5.7,0.8514548238897397,0.06125574272588055,0.08728943338437979,119.4,58.0,1.8,0.3,48.0,24.0,24.0,0.0,0.0,0.9,55.6,4.0,5.7,0.8514548238897397,0.06125574272588055,0.08728943338437979,0.2,f0cf92b063735164,2020-11-07,Andrei Arlovski,Tanner Boser,3738e68d2261e60f,04c8b08b16a5b99e,41.75770020533881,29.267624914442163,3,1,0,1.0
10,0.8,0.2,0.2,0.2,0.6,2.0,76.0,39.1,2.9,1.3,148.0,123.0,25.0,0.2,0.1,0.3,46.7,6.7,20.7,0.6302294197031039,0.0904183535762483,0.27935222672064774,78.1,25.9,2.4,0.9,126.0,84.0,42.0,0.1,0.1,0.1,46.7,6.7,20.7,0.6302294197031039,0.0904183535762483,0.27935222672064774,0.4150943396226416,fea7dd5904ab4c91,2020-11-07,Trevin Giles,Bevon Lewis,b27a1fcb56a3035a,899923ff6ab13917,28.254620123203285,29.51129363449692,3,1,1,0.03999999999999998
10,0.1,0.9,0.3,0.1,0.6,1.5,158.5,58.5,0.9,0.4,63.0,47.0,16.0,0.3,0.0,0.2,74.9,8.8,19.6,0.7250726040658276,0.08518877057115198,0.18973862536302033,142.5,97.6,3.1,1.5,221.0,149.0,72.0,0.3,0.0,0.1,74.9,8.8,19.6,0.7250726040658276,0.08518877057115198,0.18973862536302033,0.475,80cb3cf9134b677c,2020-11-14,Paul Felder,Rafael Dos Anjos,e5010b1b94ca5755,6a2f7c151031653d,36.55578370978782,36.05201916495551,5,0,1,0.010000000000000002
10,0.2,0.8,0.2,0.2,0.6,2.25,65.9,25.2,3.4,1.1,169.0,122.0,47.0,0.2,0.0,0.0,52.6,5.9,17.0,0.6966887417218544,0.07814569536423842,0.2251655629139073,166.8,72.3,1.1,0.4,60.0,48.0,12.0,0.0,0.1,0.1,52.6,5.9,17.0,0.6966887417218544,0.07814569536423842,0.2251655629139073,0.3333333333333333,fa6e8fa6c3f05e31,2020-11-14,Brendan Allen,Sean Strickland,2f181c0467965b98,0d8011111be000b2,24.88158795345654,29.713894592744694,3,0,1,0.04000000000000001
10,0.3,0.7,0.2,0.8,0.0,1.4,32.5,16.7,0.9,0.8,89.0,88.0,1.0,0.1,0.1,0.1,17.3,1.0,15.8,0.5073313782991202,0.029325513196480937,0.4633431085043988,25.3,14.7,1.0,0.7,78.0,69.0,9.0,1.0,0.0,0.2,17.3,1.0,15.8,0.5073313782991202,0.029325513196480937,0.4633431085043988,0.7894736842105263,1671723154d8e324,2020-11-21,Mauricio Rua,Paul Craig,140745cbbcb023ac,eabf206b162b3b83,38.98973305954826,32.98562628336756,3,0,1,0.09
10,0.4,0.6,0.6,0.0,0.4,1.0,52.7,29.9,0.5,0.5,102.0,30.0,72.0,0.0,0.0,0.3,25.5,10.0,8.5,0.5795454545454546,0.22727272727272727,0.19318181818181818,65.2,39.3,1.4,0.5,82.0,55.0,27.0,0.0,0.0,0.6,25.5,10.0,8.5,0.5795454545454546,0.22727272727272727,0.19318181818181818,0.5263157894736842,2b13651b97f57b6c,2020-11-21,Mike Perry,Tim Means,f2b6fdb20675b11c,4b47e71384a9522f,29.1854893908282,36.75290896646133,3,0,1,0.16000000000000003
10,0.4,0.6,0.0,0.7,0.3,3.142857142857143,74.7,33.5,5.5,2.1,315.0,208.0,107.0,0.8,0.0,0.3,53.5,11.8,41.6,0.500467726847521,0.11038353601496725,0.3891487371375117,104.1,56.8,4.0,1.9,219.0,208.0,11.0,1.0,0.3,0.0,53.5,11.8,41.6,0.500467726847521,0.11038353601496725,0.3891487371375117,0.42105263157894735,3c098e2946b4c824,2020-11-21,Deiveson Figueiredo,Alex Perez,aa72b0f831d0bfe5,ab2b4ff41d6ebe0f,32.92813141683778,28.670773442847366,5,1,0,0.36
10,0.7,0.3,0.0,0.4,0.6,2.5,109.5,64.6,5.1,3.7,392.0,372.0,20.0,0.5,0.1,0.2,67.1,3.9,46.4,0.5715502555366269,0.033219761499148216,0.3952299829642249,140.9,47.3,1.8,0.6,111.0,92.0,19.0,0.4,0.5,0.2,67.1,3.9,46.4,0.5715502555366269,0.033219761499148216,0.3952299829642249,0.6231884057971014,c93eebe24aa0299d,2020-11-21,Valentina Shevchenko,Jennifer Maia,132deb59abae64b1,8e1f36476ef02a6a,32.709103353867214,32.12594113620808,5,1,1,0.09000000000000002
10,1.0,0.0,0.4,0.1,0.5,1.4,114.6,63.4,1.1,0.6,79.0,71.0,8.0,0.2,0.1,0.7,49.0,2.7,10.1,0.7928802588996764,0.043689320388349516,0.1634304207119741,85.3,32.1,1.6,0.7,49.0,30.0,19.0,0.0,0.1,0.2,49.0,2.7,10.1,0.7928802588996764,0.043689320388349516,0.1634304207119741,0.4814814814814814,e22d5aab3d099c7c,2020-11-21,Daniel Rodriguez,Nicolas Dalby,8a1f3b5c526cd6e6,9d19d9e4aa2662e8,33.89185489390828,36.01368925393566,3,0,0,1.0
10,0.3,0.7,0.2,0.4,0.4,2.0,75.6,36.8,0.8,0.0,26.0,14.0,12.0,0.7,0.3,0.3,41.1,8.3,41.2,0.45364238410596025,0.09161147902869757,0.45474613686534215,64.0,43.0,7.0,3.4,467.0,396.0,71.0,0.2,0.1,0.3,41.1,8.3,41.2,0.45364238410596025,0.09161147902869757,0.45474613686534215,0.4358974358974359,09a29fb09fe07559,2020-11-28,Anthony Smith,Devin Clark,d4c9dcd330403612,cc7040fe76f0ef91,32.342231348391515,30.63107460643395,5,1,0,0.48999999999999994
10,0.4,0.6,0.0,0.1,0.9,1.0,76.2,33.4,3.0,0.8,231.0,86.0,145.0,0.0,0.2,0.0,48.1,18.5,15.5,0.5858708891595615,0.22533495736906214,0.18879415347137637,88.8,38.0,2.3,1.2,109.0,69.0,40.0,0.5,0.1,0.0,48.1,18.5,15.5,0.5858708891595615,0.22533495736906214,0.18879415347137637,0.37735849056603776,711f00d287344c77,2020-11-28,Gina Mazany,Rachael Ostovich,016a8d958883167c,01784fbc27c68b14,32.276522929500345,29.75770020533881,3,1,0,0.36
10,0.4,0.6,0.2,0.5,0.3,1.5714285714285714,83.4,32.8,3.4,1.4,94.0,67.0,27.0,0.8,0.0,0.1,45.3,4.0,21.4,0.6407355021216408,0.05657708628005659,0.3026874115983027,96.3,36.2,2.5,1.3,160.0,147.0,13.0,0.3,0.1,0.1,45.3,4.0,21.4,0.6407355021216408,0.05657708628005659,0.3026874115983027,0.4576271186440678,2723f4d275d3f619,2020-12-05,Jack Hermansson,Marvin Vettori,0a1942069c9ad6b6,7acbb0972e75281a,32.48733744010951,27.208761122518823,5,0,1,0.16000000000000003
