period,analysis,market_p_bucket,edge_bucket,bets,wins,losses,win_rate,profit_units,roi,avg_market_p,avg_v5_p,avg_edge
2022,market_x_edge,50-60%,4-6%,13,8,5,0.6153846153846154,0.7790170896956217,0.05992439151504782,0.5607611565490399,0.6093388692466453,0.048577712697605496
2022,market_x_edge,50-60%,6-7.5%,4,4,0,1.0,3.30546265328874,0.826365663322185,0.5242640089558274,0.5887524473623229,0.06448843840649551
2022,market_x_edge,50-60%,7.5%+,6,3,3,0.5,-0.6457478005865103,-0.10762463343108504,0.5313000127511454,0.6616252078933614,0.1303251951422161
2022,market_x_edge,60-70%,0-2%,53,34,19,0.6415094339622641,-2.604783458986925,-0.04914685771673444,0.6493944045302463,0.6583313287634843,0.008936924233238152
2022,market_x_edge,60-70%,2-4%,26,14,12,0.5384615384615384,-4.985826669825531,-0.1917625642240589,0.6430040170419737,0.6727113155577852,0.029707298515811387
2022,market_x_edge,60-70%,4-6%,20,14,6,0.7,0.855674100947106,0.042783705047355305,0.6477010015917946,0.6958933441728552,0.04819234258106046
2022,market_x_edge,60-70%,6-7.5%,7,6,1,0.8571428571428571,2.121727641563483,0.3031039487947833,0.6337858268416287,0.7002551436384169,0.0664693167967884
2022,market_x_edge,60-70%,7.5%+,4,1,3,0.25,-2.4444444444444446,-0.6111111111111112,0.6540381701034019,0.7352322506597514,0.08119408055634947
2022,market_x_edge,70-80%,0-2%,22,16,6,0.7272727272727273,-1.456239433059974,-0.06619270150272609,0.7470714101783589,0.7596955571802404,0.012624147001881665
2022,market_x_edge,70-80%,2-4%,31,24,7,0.7741935483870968,-0.03693921622724822,-0.0011915876202338136,0.7495225797932791,0.7783580251201704,0.02883544532689126
2022,market_x_edge,70-80%,4-6%,12,11,1,0.9166666666666666,2.468343555355644,0.205695296279637,0.7330043206785907,0.7806571254077451,0.047652804729154334
2022,market_x_edge,70-80%,6-7.5%,3,3,0,1.0,0.8689167974882261,0.28963893249607536,0.7456117847022535,0.8148158131161104,0.06920402841385691
2022,market_x_edge,70-80%,7.5%+,2,1,1,0.5,-0.6551724137931034,-0.3275862068965517,0.7191222751206119,0.8042066833174388,0.08508440819682694
2022,market_x_edge,80%+,0-2%,13,13,0,1.0,1.920488901099143,0.14772991546916486,0.8401234858852844,0.8534457044074025,0.013322218522118064
2022,market_x_edge,80%+,2-4%,11,9,2,0.8181818181818182,-0.6773291462260146,-0.06157537692963769,0.8386110325083453,0.8661896898177972,0.02757865730945197
2022,market_x_edge,80%+,4-6%,2,2,0,1.0,0.35714285714285715,0.17857142857142858,0.8119443489551568,0.85771422655602,0.04576987760086326
2022,market_x_edge,80%+,6-7.5%,0,0,0,,0.0,,,,
2022,market_x_edge,80%+,7.5%+,0,0,0,,0.0,,,,
2023,market_probability,<30%,ALL,33,7,26,0.21212121212121213,-5.85,-0.17727272727272725,0.22255443787591878,0.2423406212142065,0.019786183338287737
2023,market_probability,30-40%,ALL,60,16,44,0.26666666666666666,-15.98,-0.26633333333333337,0.3496912088662497,0.3708004352806868,0.021109226414437014
2023,market_probability,40-50%,ALL,56,28,28,0.5,7.641864018334607,0.13646185747026082,0.44361537309289867,0.47241116391780535,0.028795790824906707
2023,market_probability,50-60%,ALL,86,51,35,0.5930232558139535,2.390260100947888,0.027793722104045206,0.5536956442258196,0.5885007866971577,0.03480514247133799
2023,market_probability,60-70%,ALL,84,60,24,0.7142857142857143,5.87041396850365,0.0698858805774244,0.648432318468651,0.6813860781506872,0.03295375968203616
2023,market_probability,70-80%,ALL,69,60,9,0.8695652173913043,8.039305508083412,0.11651167403019438,0.7464384502004997,0.775395296119721,0.0289568459192215
2023,market_probability,80%+,ALL,27,22,5,0.8148148148148148,-1.932476512851195,-0.07157320417967389,0.8388944312526335,0.8586603676300625,0.019765936377429013
2023,market_x_edge,<30%,0-2%,21,6,15,0.2857142857142857,2.6999999999999997,0.12857142857142856,0.22022522777319387,0.22978963182997822,0.009564404056784446
2023,market_x_edge,<30%,2-4%,8,1,7,0.125,-4.55,-0.56875,0.22678651285829748,0.25560705781472304,0.028820544956425574
2023,market_x_edge,<30%,4-6%,3,0,3,0.0,-3.0,-1.0,0.22123870741447607,0.2665719374423363,0.045333230027860265
2023,market_x_edge,<30%,6-7.5%,0,0,0,,0.0,,,,
2023,market_x_edge,<30%,7.5%+,1,0,1,0.0,-1.0,-1.0,0.2415584415584415,0.3270859567944781,0.0855275152360366
2023,market_x_edge,30-40%,0-2%,32,10,22,0.3125,-5.38,-0.168125,0.346739431046028,0.35637817677279093,0.009638745726762876
2023,market_x_edge,30-40%,2-4%,20,3,17,0.15,-11.21,-0.5605,0.3539207671396938,0.3819752062958517,0.02805443915615795
2023,market_x_edge,30-40%,4-6%,7,2,5,0.2857142857142857,-1.1900000000000004,-0.17000000000000007,0.34890730684580035,0.3961766713530263,0.047269364507226005
2023,market_x_edge,30-40%,6-7.5%,1,1,0,1.0,1.8,1.8,0.3650442477876106,0.43118363472367793,0.06613938693606736
2023,market_x_edge,30-40%,7.5%+,0,0,0,,0.0,,,,
2023,market_x_edge,40-50%,0-2%,26,10,16,0.38461538461538464,-4.507619047619047,-0.17336996336996335,0.45242315984459147,0.46186622640745834,0.009443066562866845
2023,market_x_edge,40-50%,2-4%,12,8,4,0.6666666666666666,8.48,0.7066666666666667,0.4285747655606131,0.45671335168150273,0.02813858612088969
2023,market_x_edge,40-50%,4-6%,14,8,6,0.5714285714285714,3.3490909090909087,0.2392207792207792,0.437417210058169,0.4885799511130981,0.05116274105492926
2023,market_x_edge,40-50%,6-7.5%,2,0,2,0.0,-2.0,-1.0,0.4585530641265937,0.5251702534915274,0.06661718936493369
2023,market_x_edge,40-50%,7.5%+,2,2,0,1.0,2.320392156862745,1.1601960784313725,0.4478072407240191,0.5377416250293613,0.08993438430534215
2023,market_x_edge,50-60%,0-2%,29,16,13,0.5517241379310345,-1.5210264017394537,-0.052449186266877716,0.5551032573994011,0.5671216345241904,0.01201837712478929
2023,market_x_edge,50-60%,2-4%,29,18,11,0.6206896551724138,2.3262635904987,0.08021598587926553,0.5488726254354135,0.5766831250716219,0.027810499636208408
2023,market_x_edge,50-60%,4-6%,13,6,7,0.46153846153846156,-3.0263086165081243,-0.23279297050062495,0.5726998050519684,0.6223866431678052,0.049686838115836865
2023,market_x_edge,50-60%,6-7.5%,8,5,3,0.625,0.5772693467472584,0.0721586683434073,0.555208648549929,0.6224837320914903,0.06727508354156134
2023,market_x_edge,50-60%,7.5%+,7,6,1,0.8571428571428571,4.034062181949506,0.5762945974213579,0.5308225924479769,0.6242619156805146,0.09343932323253766
2023,market_x_edge,60-70%,0-2%,27,16,11,0.5925925925925926,-3.1680585516672344,-0.11733550191360127,0.6511195785857217,0.6618825979626304,0.010763019376908822
2023,market_x_edge,60-70%,2-4%,30,22,8,0.7333333333333333,3.446181402736188,0.1148727134245396,0.6414586924514213,0.6702477675812001,0.028789075129778675
2023,market_x_edge,60-70%,4-6%,18,15,3,0.8333333333333334,4.3040905219765655,0.2391161401098092,0.6503582917720021,0.6985038328428637,0.04814554107086165
2023,market_x_edge,60-70%,6-7.5%,6,4,2,0.6666666666666666,-0.26277690563404854,-0.04379615093900809,0.672570907736172,0.7387579548757155,0.06618704713954339
2023,market_x_edge,60-70%,7.5%+,3,3,0,1.0,1.5509775010921802,0.5169925003640601,0.6341502192321671,0.7508502239349569,0.11670000470278992
2023,market_x_edge,70-80%,0-2%,22,20,2,0.9090909090909091,3.4180929905405115,0.15536786320638687,0.7515594895223853,0.7616591629783841,0.010099673455998947
2023,market_x_edge,70-80%,2-4%,35,32,3,0.9142857142857143,6.1975966385280215,0.17707418967222918,0.7483595389163201,0.7784640854743449,0.030104546558024848
2023,market_x_edge,70-80%,4-6%,11,8,3,0.7272727272727273,-0.5763841209851203,-0.05239855645319275,0.7330735638190959,0.7831965720900208,0.05012300827092479
2023,market_x_edge,70-80%,6-7.5%,0,0,0,,0.0,,,,
2023,market_x_edge,70-80%,7.5%+,1,0,1,0.0,-1.0,-1.0,0.7135512302607419,0.8843685621440064,0.17081733188326453
