fold,feature,gain,weight,cover,gain_rank,used
2023,recent_form_str_def_diff,7.284710884094238,1.0,688.2290649414062,48,True
2023,recent_form_sub_avg_diff,0.0,0.0,0.0,119,False
2023,recent_form_sub_win_rate_diff,13.435160636901855,13.0,708.8839111328125,20,True
2023,recent_form_td_acc_diff,8.110044479370117,2.0,701.1312255859375,45,True
2023,recent_form_td_avg_diff,0.0,0.0,0.0,120,False
2023,recent_form_td_def_diff,9.641375541687012,1.0,710.1842041015625,37,True
2023,recent_form_win_pct_diff,0.0,0.0,0.0,121,False
2023,recent_form_win_streak_diff,0.0,0.0,0.0,122,False
2023,recent_form_wins_diff,0.0,0.0,0.0,123,False
2023,recent_form_worst_loss_elo_diff,7.955910682678223,2.0,690.2730712890625,46,True
2023,recent_ko_losses_3_diff,13.7225341796875,1.0,707.0499877929688,18,True
2023,recent_sapm_diff,11.45227336883545,1.0,706.1050415039062,27,True
2023,recent_splm_diff,0.0,0.0,0.0,124,False
2023,recent_td_avg_diff,0.0,0.0,0.0,125,False
2023,recent_win_pct_diff,0.0,0.0,0.0,126,False
2023,sapm_diff,0.0,0.0,0.0,127,False
2023,splm_diff,10.216859817504883,2.0,710.68896484375,34,True
2023,str_acc_diff,0.0,0.0,0.0,128,False
2023,str_def_diff,0.0,0.0,0.0,129,False
2023,style_all_round_finisher_score_diff,17.936851501464844,6.0,711.88037109375,12,True
2023,style_control_wrestler_score_diff,13.006694793701172,2.0,698.9625244140625,22,True
2023,style_decision_technician_score_diff,0.0,0.0,0.0,130,False
2023,style_flexibility_score_diff,0.0,0.0,0.0,131,False
2023,style_ko_finisher_score_diff,19.440460205078125,7.0,708.2089233398438,10,True
2023,style_primary_score_diff,14.916213035583496,3.0,714.4939575195312,16,True
2023,style_score_spread_diff,12.659822463989258,14.0,706.5040893554688,23,True
2023,style_submission_grappler_score_diff,0.0,0.0,0.0,132,False
2023,sub_avg_diff,0.0,0.0,0.0,133,False
