fold,feature,bin,n,value_min,value_median,value_max,mean_signed_shap,mean_abs_shap,empirical_win_rate
2021,diff_hist_f3_body_landed_per15_mean,9,77,6.231249999999999,7.853691275167785,10.4,0.013963927055237356,0.013963927055237356,0.4805194805194805
2021,diff_hist_f3_body_landed_per15_mean,10,77,10.467123287671233,14.95833732401111,145.5477292202228,0.013448058700116424,0.013448058700116424,0.4025974025974026
2021,opp_hist_f3_r1_distance_attempted_std,1,176,0.0,0.0,2.943920288775949,-0.01281702985976484,0.01281702985976484,0.48863636363636365
2021,opp_hist_f3_r1_distance_attempted_std,2,86,3.0,4.7135147285985735,6.164414002968976,-0.011448053226178123,0.011448053226178123,0.5232558139534884
2021,opp_hist_f3_r1_distance_attempted_std,3,86,6.182412330330469,7.483314773547883,8.73053390247253,-0.01193936672169975,0.01193936672169975,0.4418604651162791
2021,opp_hist_f3_r1_distance_attempted_std,4,86,8.9566858950296,10.055377800374462,11.5,-0.011266714043178878,0.011266714043178878,0.46511627906976744
2021,opp_hist_f3_r1_distance_attempted_std,5,87,11.51810169544733,12.657891697365017,13.92838827718412,0.00012230206730550733,0.014085793123719678,0.4942528735632184
2021,opp_hist_f3_r1_distance_attempted_std,6,86,13.9522996909709,15.53489211186542,16.73983937265296,0.017695381325063143,0.017695381325063143,0.46511627906976744
2021,opp_hist_f3_r1_distance_attempted_std,7,87,16.759740119968715,18.5,19.90533150244482,0.01733199450797562,0.01733199450797562,0.5402298850574713
2021,opp_hist_f3_r1_distance_attempted_std,8,87,19.949937343260004,22.23110933404409,24.72964932132188,0.017727624999637575,0.017727624999637575,0.5172413793103449
2021,opp_hist_f3_r1_distance_attempted_std,9,87,24.8327740429189,30.539591789456953,50.80901057445968,0.017413233674463183,0.017413233674463183,0.5057471264367817
2021,diff_hist_d730_r1_distance_attempted_mean,1,75,-95.0,-39.5,-32.0,-0.012162852641195059,0.012162852641195059,0.4
2021,diff_hist_d730_r1_distance_attempted_mean,2,70,-31.5,-25.708333333333336,-20.833333333333336,-0.011852311256474683,0.011852311256474683,0.5714285714285714
2021,diff_hist_d730_r1_distance_attempted_mean,3,72,-20.799999999999997,-17.083333333333332,-13.25,-0.01195798696587897,0.01195798696587897,0.6111111111111112
2021,diff_hist_d730_r1_distance_attempted_mean,4,74,-13.0,-9.0,-6.0,-0.011482905627958276,0.011482905627958276,0.4864864864864865
2021,diff_hist_d730_r1_distance_attempted_mean,5,72,-5.833333333333336,-3.125,0.0,-0.0018935972814991449,0.002678013730069829,0.4583333333333333
2021,diff_hist_d730_r1_distance_attempted_mean,6,73,0.3333333333333286,3.6666666666666643,6.0,-0.00021096746906102315,0.0025146821113494673,0.5342465753424658
