event_date,bout_id,red_fighter,blue_fighter,P_red_win,P_blue_win,predicted_winner,predicted_winner_probability,predicted_side,P_KO_TKO,P_SUB,P_DEC,predicted_method,predicted_method_probability,P_red_KO_TKO,P_red_SUB,P_red_DEC,P_blue_KO_TKO,P_blue_SUB,P_blue_DEC,predicted_winner_method,predicted_joint_probability,actual_winner,actual_side,actual_method,actual_finish_round,actual_elapsed_seconds,simulated_mean_elapsed_seconds,simulated_mean_submission_attempts,simulated_mean_ground_seconds,simulated_mean_td_attempts,simulated_mean_td_landed,simulated_mean_ground_entries,simulated_nondecision_mean_seconds,winner_correct,method_correct,winner_method_correct,winner_probability_assigned_to_actual,market_american_odds_blue,market_american_odds_red,market_implied_probability_blue,market_implied_probability_red,market_overround,market_novig_p_red,market_novig_p_blue,market_available,market_favorite_side,market_favorite,market_correct,model_market_agree,model_minus_market_p_red,model_actual_probability,market_actual_probability,model_edge_predicted_side
2025-08-02,d98d6b2c13557a87,Piera Rodriguez,Ketlen Souza,0.76,0.24,Piera Rodriguez,0.76,red,0.05,0.13,0.82,DEC,0.82,0.0,0.05,0.71,0.05,0.08,0.11,red_DEC,0.71,Piera Rodriguez,red,DEC,3,900.0,826.209972141623,0.67,245.0572841763256,6.61,3.46,3.46,490.05540078679434,True,True,True,0.76,210.0,-255.0,0.3225806451612903,0.7183098591549296,0.04089050431621999,0.6900916630292449,0.3099083369707551,True,red,Piera Rodriguez,1.0,1.0,0.06990833697075516,0.76,0.6900916630292449,0.06990833697075516
2025-08-02,eeeffa7f514e0c0e,Rinya Nakamura,Nathan Fletcher,0.72,0.28,Rinya Nakamura,0.72,red,0.14,0.28,0.5800000000000001,DEC,0.5800000000000001,0.08,0.18,0.46,0.06,0.1,0.12,red_DEC,0.46,Rinya Nakamura,red,KO_TKO,1,62.0,676.2105584662498,1.33,223.36428832711036,5.73,3.04,3.04,367.167996348214,True,False,False,0.72,290.0,-360.0,0.2564102564102564,0.782608695652174,0.03901895206243022,0.7532188841201718,0.24678111587982832,True,red,Rinya Nakamura,1.0,1.0,-0.03321888412017182,0.72,0.7532188841201718,-0.03321888412017182
2025-08-09,37d58369782cb86b,Steve Erceg,Ode Osbourne,0.38,0.62,Ode Osbourne,0.62,blue,0.26,0.05,0.69,DEC,0.69,0.14,0.03,0.21,0.12,0.02,0.48,blue_DEC,0.48,Steve Erceg,red,DEC,3,900.0,716.3382969874646,0.35,81.90139800044263,6.47,1.77,1.77,307.5428935079498,False,True,False,0.38,440.0,-590.0,0.18518518518518517,0.855072463768116,0.040257648953301084,0.8219814241486069,0.1780185758513932,True,red,Steve Erceg,1.0,0.0,-0.44198142414860686,0.38,0.8219814241486069,0.4419814241486068
2025-08-09,3d6571790c21527c,Julius Walker,Rafael Cerqueira,0.78,0.21999999999999997,Julius Walker,0.78,red,0.27,0.14,0.5900000000000001,DEC,0.5900000000000001,0.25,0.07,0.46,0.02,0.07,0.13,red_DEC,0.46,Julius Walker,red,DEC,3,900.0,668.9840998698838,0.55,97.51604792157917,5.33,1.51,1.51,336.54658504849704,True,True,True,0.78,530.0,-750.0,0.15873015873015872,0.8823529411764706,0.04108309990662917,0.8475336322869956,0.1524663677130045,True,red,Julius Walker,1.0,1.0,-0.0675336322869956,0.78,0.8475336322869956,-0.0675336322869956
2025-08-09,646c79a7ecd12e5f,Iasmin Lucindo,Angela Hill,0.56,0.43999999999999995,Iasmin Lucindo,0.56,red,0.05,0.02,0.93,DEC,0.93,0.01,0.01,0.54,0.04,0.01,0.39,red_DEC,0.54,Iasmin Lucindo,red,DEC,3,900.0,867.006600683105,0.23,125.07221145401441,3.75,1.64,1.64,428.66572404435675,True,True,True,0.56,144.0,-172.0,0.4098360655737705,0.6323529411764706,0.042189006750241065,0.6067545685866297,0.39324543141337037,True,red,Iasmin Lucindo,1.0,1.0,-0.04675456858662963,0.56,0.6067545685866297,-0.04675456858662963
2025-08-09,68fe62bac7fd8bb0,Roman Dolidze,Anthony Hernandez,0.34,0.6599999999999999,Anthony Hernandez,0.6599999999999999,blue,0.16,0.45,0.39,SUB,0.45,0.12,0.2,0.02,0.04,0.25,0.37,blue_DEC,0.37,Anthony Hernandez,blue,SUB,4,1065.0,981.3939864920546,1.92,285.90575597098683,9.69,5.25,5.25,649.8262073640241,True,True,False,0.6599999999999999,-330.0,265.0,0.7674418604651163,0.273972602739726,0.04141446320484232,0.2630773936983787,0.7369226063016213,True,blue,Anthony Hernandez,1.0,1.0,0.07692260630162134,0.6599999999999999,0.7369226063016213,-0.0769226063016214
2025-08-09,6ef50ed03b116b60,Gabriella Fernandes,Julija Stoliarenko,0.35,0.65,Julija Stoliarenko,0.65,blue,0.09999999999999999,0.29000000000000004,0.61,DEC,0.61,0.09,0.17,0.09,0.01,0.12,0.52,blue_DEC,0.52,Gabriella Fernandes,red,DEC,3,900.0,725.631217689839,1.05,139.56587084897797,5.23,1.74,1.74,452.9005581790746,False,True,False,0.35,350.0,-450.0,0.2222222222222222,0.8181818181818182,0.04040404040404044,0.7864077669902912,0.21359223300970873,True,red,Gabriella Fernandes,1.0,0.0,-0.43640776699029127,0.35,0.7864077669902912,0.43640776699029127
2025-08-09,75a84211f50c53f5,Eryk Anders,Christian Leroy Duncan,0.09,0.91,Christian Leroy Duncan,0.91,blue,0.22,0.05,0.73,DEC,0.73,0.03,0.02,0.04,0.19,0.03,0.69,blue_DEC,0.69,Christian Leroy Duncan,blue,KO_TKO,1,233.0,772.2738230200468,0.22,87.07967598604678,7.06,1.19,1.19,426.94008525943286,True,False,False,0.91,-490.0,380.0,0.8305084745762712,0.20833333333333334,0.03884180790960445,0.2005438477226377,0.7994561522773624,True,blue,Christian Leroy Duncan,1.0,1.0,-0.1105438477226377,0.91,0.7994561522773624,0.11054384772263759
2025-08-09,7d923267c44dd93b,Uros Medic,Gilbert Urbina,0.56,0.43999999999999995,Uros Medic,0.56,red,0.6,0.12,0.28,KO_TKO,0.6,0.45,0.04,0.07,0.15,0.08,0.21,red_KO_TKO,0.45,Uros Medic,red,KO_TKO,1,63.0,492.5583580603941,0.72,90.04376960184594,3.77,1.74,1.74,334.10883063943623,True,True,True,0.56,270.0,-335.0,0.2702702702702703,0.7701149425287356,0.040385212799005865,0.7402209614810391,0.2597790385189609,True,red,Uros Medic,1.0,1.0,-0.18022096148103905,0.56,0.7402209614810391,-0.18022096148103905
2025-08-09,857e8facd8ff7c36,Cody Brundage,Eric McConico,0.73,0.27,Cody Brundage,0.73,red,0.27,0.21,0.52,DEC,0.52,0.25,0.12,0.36,0.02,0.09,0.16,red_DEC,0.36,Eric McConico,blue,DEC,3,900.0,677.7233119743797,1.04,143.22159353737686,5.19,2.05,2.05,436.9235666132913,False,True,False,0.27,190.0,-230.0,0.3448275862068966,0.696969696969697,0.04179728317659359,0.6690070210631895,0.33099297893681046,True,red,Cody Brundage,0.0,1.0,0.06099297893681044,0.27,0.33099297893681046,0.06099297893681044
2025-08-09,98d6771af9b0ebe5,Andre Fili,Christian Rodriguez,0.35,0.65,Christian Rodriguez,0.65,blue,0.07,0.27,0.6599999999999999,DEC,0.6599999999999999,0.04,0.12,0.19,0.03,0.15,0.47,blue_DEC,0.47,Andre Fili,red,DEC,3,900.0,731.0334908101877,0.95,198.44903079714965,9.63,3.65,3.65,403.03967885349283,False,True,False,0.35,-250.0,205.0,0.7142857142857143,0.32786885245901637,0.042154566744730726,0.31460674157303364,0.6853932584269663,True,blue,Christian Rodriguez,0.0,1.0,0.035393258426966334,0.35,0.31460674157303364,-0.03539325842696628
2025-08-09,ae7a8f19743e8154,Elijah Smith,Toshiomi Kazama,0.72,0.28,Elijah Smith,0.72,red,0.30000000000000004,0.25,0.45,DEC,0.45,0.28,0.07,0.37,0.02,0.18,0.08,red_DEC,0.37,Elijah Smith,red,KO_TKO,1,250.0,580.2967159810597,0.89,104.28215054180433,4.3,1.62,1.62,318.7213017837449,True,False,False,0.72,570.0,-820.0,0.14925373134328357,0.8913043478260869,0.04055807916937049,0.8565637667602121,0.14343623323978796,True,red,Elijah Smith,1.0,1.0,-0.1365637667602121,0.72,0.8565637667602121,-0.1365637667602121
2025-08-09,aef44145740741b3,Joselyne Edwards,Priscila Cachoeira,0.88,0.12,Joselyne Edwards,0.88,red,0.13,0.5,0.37,SUB,0.5,0.02,0.49,0.37,0.11,0.01,0.0,red_SUB,0.49,Joselyne Edwards,red,KO_TKO,1,144.0,572.6109241484061,1.64,91.19436085257854,3.5,1.34,1.34,380.33480023556507,True,False,False,0.88,330.0,-420.0,0.23255813953488372,0.8076923076923077,0.0402504472271914,0.7764402407566638,0.2235597592433362,True,red,Joselyne Edwards,1.0,1.0,0.10355975924333616,0.88,0.7764402407566638,0.10355975924333616
2025-08-09,ed5383b50ffcdded,Miles Johns,Jean Matsumoto,0.36,0.64,Jean Matsumoto,0.64,blue,0.08,0.12,0.8,DEC,0.8,0.02,0.04,0.3,0.06,0.08,0.5,blue_DEC,0.5,Jean Matsumoto,blue,DEC,3,900.0,801.9881600188742,0.49,119.52155666908001,11.36,2.52,2.52,409.9408000943711,True,True,True,0.64,-260.0,215.0,0.7222222222222222,0.31746031746031744,0.03968253968253954,0.3053435114503817,0.6946564885496184,True,blue,Jean Matsumoto,1.0,1.0,0.0546564885496183,0.64,0.6946564885496184,-0.054656488549618354
2025-08-16,12cedec11b37ddc0,Dricus Du Plessis,Khamzat Chimaev,0.52,0.48,Dricus Du Plessis,0.52,red,0.11,0.44000000000000006,0.45,DEC,0.45,0.09,0.16,0.27,0.02,0.28,0.18,blue_SUB,0.28,Khamzat Chimaev,blue,DEC,5,1500.0,1019.7936988807056,2.11,188.36846086339804,7.26,2.79,2.79,626.8976343285558,False,True,False,0.48,-270.0,220.0,0.7297297297297297,0.3125,0.042229729729729826,0.299837925445705,0.7001620745542949,True,blue,Khamzat Chimaev,1.0,0.0,0.22016207455429504,0.48,0.7001620745542949,0.22016207455429504
2025-08-16,1d8dc0fb5d47357f,Chase Hooper,Alexander Hernandez,0.72,0.28,Chase Hooper,0.72,red,0.47,0.17,0.36,KO_TKO,0.47,0.3,0.16,0.26,0.17,0.01,0.1,red_KO_TKO,0.3,Alexander Hernandez,blue,KO_TKO,1,298.0,508.5145404944836,0.73,90.50908532259517,4.61,1.62,1.62,288.3039695226307,False,True,False,0.28,300.0,-375.0,0.25,0.7894736842105263,0.03947368421052633,0.759493670886076,0.24050632911392406,True,red,Chase Hooper,0.0,1.0,-0.03949367088607603,0.28,0.24050632911392406,-0.03949367088607603
2025-08-16,42585ce706c086de,Geoff Neal,Carlos Prates,0.75,0.25,Geoff Neal,0.75,red,0.09,0.06999999999999999,0.8400000000000001,DEC,0.8400000000000001,0.06,0.01,0.68,0.03,0.06,0.16,red_DEC,0.68,Carlos Prates,blue,KO_TKO,1,299.0,809.6244897063875,0.26,64.97779414321981,5.84,1.46,1.46,335.15306066492224,False,False,False,0.25,-210.0,162.0,0.6774193548387096,0.3816793893129771,0.05909874415168681,0.3603813066728668,0.6396186933271332,True,blue,Carlos Prates,1.0,0.0,0.3896186933271332,0.25,0.6396186933271332,0.3896186933271332
2025-08-16,5b880d10b0ed7acc,Gerald Meerschaert,Michal Oleksiejczuk,0.5900000000000001,0.4099999999999999,Gerald Meerschaert,0.5900000000000001,red,0.18,0.43000000000000005,0.39,SUB,0.43000000000000005,0.02,0.4,0.17,0.16,0.03,0.22,red_SUB,0.4,Michal Oleksiejczuk,blue,KO_TKO,1,183.0,564.8391176555175,1.94,68.16873220474235,4.47,1.7,1.7,350.5559305828156,False,False,False,0.4099999999999999,-210.0,180.0,0.6774193548387096,0.35714285714285715,0.034562211981566726,0.3452115812917595,0.6547884187082406,True,blue,Michal Oleksiejczuk,1.0,0.0,0.24478841870824058,0.4099999999999999,0.6547884187082406,0.24478841870824058
2025-08-16,5efd13a12be06706,Baisangur Susurkaev,Eric Nolan,0.49,0.51,Eric Nolan,0.51,blue,0.16,0.2,0.64,DEC,0.64,0.06,0.12,0.31,0.1,0.08,0.33,blue_DEC,0.33,Baisangur Susurkaev,red,SUB,2,421.0,694.3190164238592,0.69,119.14780128465578,5.29,1.87,1.87,328.6639345107203,False,False,False,0.49,610.0,-900.0,0.14084507042253522,0.9,0.04084507042253516,0.86468200270636,0.13531799729364008,True,red,Baisangur Susurkaev,1.0,0.0,-0.37468200270636,0.49,0.86468200270636,0.37468200270635993
2025-08-16,68c423c7119004f3,Alibi Idiris,Joseph Morales,0.56,0.43999999999999995,Alibi Idiris,0.56,red,0.3,0.19,0.51,DEC,0.51,0.21,0.07,0.28,0.09,0.12,0.23,red_DEC,0.28,Joseph Morales,blue,SUB,2,484.0,666.7661878814816,1.17,135.32807931356948,4.46,2.26,2.26,424.0126283295542,False,False,False,0.43999999999999995,385.0,-500.0,0.20618556701030927,0.8333333333333334,0.03951890034364269,0.8016528925619835,0.1983471074380165,True,red,Alibi Idiris,0.0,1.0,-0.2416528925619834,0.43999999999999995,0.1983471074380165,-0.2416528925619834
2025-08-16,82338ba457fbe87f,Tim Elliott,Kai Asakura,0.8,0.19999999999999996,Tim Elliott,0.8,red,0.08,0.32,0.6000000000000001,DEC,0.6000000000000001,0.07,0.19,0.54,0.01,0.13,0.06,red_DEC,0.54,Tim Elliott,red,SUB,2,579.0,701.5711225488741,1.51,201.3610852514178,6.89,3.21,3.21,403.9278063721852,True,False,False,0.8,-330.0,265.0,0.7674418604651163,0.273972602739726,0.04141446320484232,0.2630773936983787,0.7369226063016213,True,blue,Kai Asakura,0.0,0.0,0.5369226063016214,0.8,0.2630773936983787,0.5369226063016214
2025-08-16,88020d22cf905792,Karine Silva,Dione Barbosa,0.67,0.32999999999999996,Karine Silva,0.67,red,0.11000000000000001,0.29000000000000004,0.6,DEC,0.6,0.07,0.17,0.43,0.04,0.12,0.17,red_DEC,0.43,Karine Silva,red,DEC,3,900.0,701.1778608522884,1.48,136.8211941745892,5.16,2.25,2.25,402.94465213072124,True,True,True,0.67,168.0,-200.0,0.373134328358209,0.6666666666666666,0.03980099502487566,0.6411483253588516,0.3588516746411483,True,red,Karine Silva,1.0,1.0,0.02885167464114846,0.67,0.6411483253588516,0.02885167464114846
2025-08-16,9939d7073462e07e,Jared Cannonier,Michael Page,0.23,0.77,Michael Page,0.77,blue,0.22999999999999998,0.05,0.72,DEC,0.72,0.15,0.01,0.07,0.08,0.04,0.65,blue_DEC,0.65,Michael Page,blue,DEC,3,900.0,740.2875539818034,0.17,63.311177968559534,3.7,1.26,1.26,329.5984070778689,True,True,True,0.77,-225.0,188.0,0.6923076923076923,0.3472222222222222,0.03952991452991439,0.33401849948612544,0.6659815005138747,True,blue,Michael Page,1.0,1.0,-0.10401849948612543,0.77,0.6659815005138747,0.1040184994861253
2025-08-16,9fa6a029f7f8241c,Lerone Murphy,Aaron Pico,0.85,0.15000000000000002,Lerone Murphy,0.85,red,0.31000000000000005,0.11,0.58,DEC,0.58,0.28,0.1,0.47,0.03,0.01,0.11,red_DEC,0.47,Lerone Murphy,red,KO_TKO,1,201.0,664.0740880042362,0.4,120.4965756186404,5.37,2.35,2.35,338.271638105324,True,False,False,0.85,-156.0,132.0,0.609375,0.43103448275862066,0.04040948275862055,0.4142931123770068,0.5857068876229934,True,blue,Aaron Pico,0.0,0.0,0.4357068876229932,0.85,0.4142931123770068,0.4357068876229932
