fight_id,r_name,b_name,winner,method,red_win,sig_diff,kd_diff,td_diff,sub_diff,ctrl_diff,sig_only_p_red,sig_only_pred_red,sig_only_correct,sig_kd_p_red,sig_kd_pred_red,sig_kd_correct,sig_kd_td_p_red,sig_kd_td_pred_red,sig_kd_td_correct,sig_kd_td_ctrl_p_red,sig_kd_td_ctrl_pred_red,sig_kd_td_ctrl_correct,full_total_p_red,full_total_pred_red,full_total_correct,oracle_p_red,expected_p_red,mc_p_red,old_oracle_pred_red,old_oracle_correct,full_total_confidence
ab325ea526824723,Jamey-Lyn Horth,Vanessa Demopoulos,Jamey-Lyn Horth,Decision - Unanimous,1.0,65.0,0.0,2.0,0.0,87.0,0.9882101688684924,1,True,0.9875779442246482,1,True,0.995795789322951,1,True,0.9952194015553608,1,True,0.9953697291780793,1,True,0.9948616926882552,0.8730858713472438,0.7609151197439162,1,True,0.9953697291780793
d75b3d3c2b209b75,Kamaru Usman,Joaquin Buckley,Kamaru Usman,Decision - Unanimous,1.0,-3.0,0.0,4.0,0.0,777.0,0.5206442823361342,1,True,0.5235358883023343,1,True,0.8170062798125735,1,True,0.9719381063091683,1,True,0.9723949746659188,1,True,0.9452984552858308,0.5659587308256214,0.6587894383919267,1,True,0.9723949746659188
e5bd7e6e2a50a843,Edmen Shahbazyan,Andre Petroski,Edmen Shahbazyan,Decision - Unanimous,1.0,19.0,1.0,-2.0,0.0,-8.0,0.8158821522893708,1,True,0.9185804201377951,1,True,0.8686614216344722,1,True,0.9134326375924101,1,True,0.9160864532015125,1,True,0.8469644187131227,0.2054993804398625,0.2857916111716134,1,True,0.9160864532015125
e861e9cc0118c670,Michael Chiesa,Court McGee,Michael Chiesa,Decision - Unanimous,1.0,33.0,0.0,0.0,0.0,47.0,0.9155577504956637,1,True,0.9137987749776741,1,True,0.9250901242007352,1,True,0.9371496221220341,1,True,0.9381555158342302,1,True,0.9311859378273244,0.2374533096385897,0.3747794347885084,1,True,0.9381555158342302
ec2034b134ae71cd,Alonzo Menifield,Oumar Sy,Alonzo Menifield,Decision - Unanimous,1.0,-5.0,0.0,-1.0,0.0,-253.0,0.4887018173133717,0,False,0.49207183671027643,0,False,0.38063730406855456,0,False,0.21650613882089254,0,False,0.21426435041005032,0,False,0.1815289505747549,0.4157016730434667,0.4715437003056819,0,False,0.7857356495899497
03bc32bdb5a33496,Jamahal Hill,Khalil Rountree Jr.,Khalil Rountree Jr.,Decision - Unanimous,0.0,-33.0,-1.0,0.0,0.0,0.0,0.13767412120249586,0,True,0.060739349339981805,0,True,0.0414923901202229,0,True,0.03864785049632718,0,True,0.03706468185525734,0,True,0.2185322222570985,0.8878250389834615,0.770676282269687,0,True,0.9629353181447426
19764211af05674c,Muhammad Naimov,Bogdan Grad,Muhammad Naimov,Decision - Unanimous,1.0,-13.0,0.0,-2.0,1.0,-136.0,0.36435801849410276,0,False,0.3692514893306192,0,False,0.19627186472497224,0,False,0.18357009686414263,0,False,0.2154036734233329,0,False,0.1073869406514122,0.4415789958255083,0.4663907125667772,0,False,0.7845963265766671
2bfc0212f2cae65b,Irina Alekseeva,Klaudia Sygula,Klaudia Sygula,Decision - Unanimous,0.0,-38.0,0.0,-1.0,0.0,-32.0,0.10392961128360047,0,True,0.10817347976282016,0,True,0.05884889355816236,0,True,0.0616914174088199,0,True,0.06037621487432267,0,True,0.0734783680463449,0.420970564130404,0.56412546223771,0,True,0.9396237851256773
5fcf18bcd2a020f1,Ismail Naurdiev,JunYong Park,JunYong Park,Decision - Unanimous,0.0,31.0,0.0,-1.0,-1.0,-314.0,0.9051360113165259,1,False,0.9033485716163544,1,False,0.8814460692807866,1,False,0.7314576426204106,1,False,0.6890427310575195,1,False,0.6525329598663406,0.7718428925456486,0.6766250162809269,1,False,0.6890427310575195
8c140756bf43dcc2,Tagir Ulanbekov,Azat Maksum,Tagir Ulanbekov,Decision - Unanimous,1.0,6.0,0.0,-3.0,1.0,166.0,0.6587737648324883,1,True,0.6594605970531686,1,True,0.3862988959046676,0,False,0.7196048785449802,1,True,0.7625277911151154,1,True,0.6817983282771748,0.7673476098390483,0.736229410476979,1,True,0.7625277911151154
8e5744c664fec3e9,Curtis Blaydes,Rizvan Kuniev,Curtis Blaydes,Decision - Split,1.0,11.0,0.0,2.0,0.0,295.0,0.7265911782031833,1,True,0.7262566764226361,1,True,0.8491430657840828,1,True,0.914753088660964,1,True,0.9155526172669581,1,True,0.8723824258547644,0.9777376236048988,0.8447808899815886,1,True,0.9155526172669581
a12d3a6c8aaf87ca,Hamdy Abdelwahab,Mohammed Usman,Mohammed Usman,Decision - Unanimous,0.0,-31.0,0.0,0.0,0.0,2.0,0.15356372765371443,0,True,0.1585861461245485,0,True,0.12803277504606994,0,True,0.12123012719751707,0,True,0.11912201745353632,0,True,0.1346646817725929,0.5418362264879018,0.4220150869450234,0,True,0.8808779825464637
