fight_id,red_name,blue_name,duration,red_win,winner_name,method,oracle_p_red,expected_p_red,mc_p_red,mc_red_win_path_share,paths,oracle_pick,expected_pick,mc_pick,mc_correct,mc_confidence
2a03bc4c491b4c9a,Stephen Thompson,Gabriel Bonfim,900.0,0,Gabriel Bonfim,Decision - Split,0.19245426626531748,0.20939880941468533,0.3467019989916483,0.3,20,Gabriel Bonfim,Gabriel Bonfim,Gabriel Bonfim,True,0.6532980010083518
46bc1338a50cbeac,Lauren Murphy,Eduarda Moura,900.0,0,Eduarda Moura,Decision - Unanimous,0.09103149434319219,0.1937193805174526,0.460734019257867,0.45,20,Eduarda Moura,Eduarda Moura,Eduarda Moura,True,0.5392659807421329
f368475c366c6d85,Calvin Kattar,Steve Garcia,900.0,0,Steve Garcia,Decision - Unanimous,0.014172161554504244,0.14179056342693006,0.38721129321252923,0.35,20,Steve Garcia,Steve Garcia,Steve Garcia,True,0.6127887067874708
8e1feda9141602f1,Marvin Vettori,Brendan Allen,900.0,0,Brendan Allen,Decision - Unanimous,0.43992697967554073,0.6452253704303763,0.5340189276884829,0.55,20,Brendan Allen,Marvin Vettori,Marvin Vettori,False,0.5340189276884829
d7507e2741fd4d05,Max Holloway,Dustin Poirier,1500.0,1,Max Holloway,Decision - Unanimous,0.976927372532222,0.8483961875716043,0.7154367971405289,0.7,20,Max Holloway,Max Holloway,Max Holloway,True,0.7154367971405289
017a825c7820d12e,Davey Grant,Da'Mon Blackshear,900.0,1,Davey Grant,Decision - Unanimous,0.8391099263993995,0.49277650446498095,0.5126164816397673,0.5,20,Davey Grant,Da'Mon Blackshear,Davey Grant,True,0.5126164816397673
0a598768f5c8d540,Martin Buday,Marcus Buchecha,900.0,1,Martin Buday,Decision - Unanimous,0.7324470093907012,0.5575054988599014,0.6363990255751426,0.8,20,Martin Buday,Martin Buday,Martin Buday,True,0.6363990255751426
582d66ce97309e29,Shara Magomedov,Marc-Andre Barriault,900.0,1,Shara Magomedov,Decision - Unanimous,0.9468580875046909,0.8296144481642069,0.7399831283613579,0.8,20,Shara Magomedov,Shara Magomedov,Shara Magomedov,True,0.7399831283613579
6b8be0ee3e569ad2,Robert Whittaker,Reinier de Ridder,1500.0,0,Reinier de Ridder,Decision - Split,0.4002770628395575,0.6178145846453692,0.6919393884997455,0.8,20,Reinier de Ridder,Robert Whittaker,Robert Whittaker,False,0.6919393884997455
887c61da1a78a5e1,Asu Almabayev,Jose Ochoa,900.0,1,Asu Almabayev,Decision - Unanimous,0.9586498721829864,0.7405086244542489,0.6531219167990084,0.65,20,Asu Almabayev,Asu Almabayev,Asu Almabayev,True,0.6531219167990084
d4d4ee045b0ca695,Petr Yan,Marcus McGhee,900.0,1,Petr Yan,Decision - Unanimous,0.8945616346616985,0.7061958500311882,0.6730893765194721,0.65,20,Petr Yan,Petr Yan,Petr Yan,True,0.6730893765194721
e72c691b7c68b03a,Bryce Mitchell,Said Nurmagomedov,900.0,1,Bryce Mitchell,Decision - Unanimous,0.7827982171191142,0.9019684696014592,0.7881435711697427,0.8,20,Bryce Mitchell,Bryce Mitchell,Bryce Mitchell,True,0.7881435711697427
f9dac7702609669f,Ibo Aslan,Billy Elekana,900.0,0,Billy Elekana,Decision - Unanimous,0.3826591449757049,0.811854709541502,0.6793919873830688,0.65,20,Billy Elekana,Ibo Aslan,Ibo Aslan,False,0.6793919873830688
111e66eb922449e4,Danny Silva,Kevin Vallejos,900.0,0,Kevin Vallejos,Decision - Unanimous,0.2061960093787668,0.4379082207734114,0.5224686990213288,0.55,20,Kevin Vallejos,Kevin Vallejos,Danny Silva,False,0.5224686990213288
426a69e343822ab3,Mateusz Rebecki,Chris Duncan,900.0,0,Chris Duncan,Decision - Unanimous,0.8396648527700101,0.6845150239661365,0.5613702314462505,0.6,20,Mateusz Rebecki,Mateusz Rebecki,Mateusz Rebecki,False,0.5613702314462505
45781930d64da456,Rodolfo Vieira,Tresean Gore,900.0,1,Rodolfo Vieira,Decision - Unanimous,0.9818238327756655,0.8876158312410689,0.6889593505713263,0.65,20,Rodolfo Vieira,Rodolfo Vieira,Rodolfo Vieira,True,0.6889593505713263
878941394f9e3538,Elves Brener,Esteban Ribovics,900.0,0,Esteban Ribovics,Decision - Unanimous,0.43549556788525884,0.07551223574257732,0.24507001112990517,0.25,20,Esteban Ribovics,Esteban Ribovics,Esteban Ribovics,True,0.7549299888700949
b47db03affb279c3,Rafael Estevam,Felipe Bunes,900.0,1,Rafael Estevam,Decision - Unanimous,0.9929228818893253,0.9977252215337725,0.7926185954310634,0.85,20,Rafael Estevam,Rafael Estevam,Rafael Estevam,True,0.7926185954310634
