fight_id,path,side,fighter_name,sim_distance_attempted,sim_distance_landed,sim_clinch_attempted,sim_clinch_landed,sim_ground_attempted,sim_ground_landed,sim_td_attempted,sim_td_landed,sim_qualified_control_inflicted_seconds,grappling_latent,pred_td_attempted,pred_ground_attempted,pred_qualified_control_inflicted_seconds
41cdbcc0f3635b8f,17,blue,Melquizael Costa,95.0,49.0,7.0,5.0,3.0,2.0,8.0,4.0,69.46930864364745,0.15605771760146814,9.097393348570096,5.453090952582682,380.6940391529581
41cdbcc0f3635b8f,18,red,Christian Rodriguez,59.0,28.0,11.0,9.0,14.0,11.0,2.0,1.0,52.63369119788606,-0.25645496895295045,3.640719647452271,16.225591527502903,263.4162825113067
41cdbcc0f3635b8f,18,blue,Melquizael Costa,80.0,29.0,9.0,6.0,13.0,10.0,12.0,3.0,847.3663088021137,1.7504567819593777,9.097393348570096,5.453090952582682,380.6940391529581
41cdbcc0f3635b8f,19,red,Christian Rodriguez,83.0,48.0,9.0,7.0,24.0,18.0,3.0,2.0,320.88704319592455,1.027602355233965,3.640719647452271,16.225591527502903,263.4162825113067
41cdbcc0f3635b8f,19,blue,Melquizael Costa,90.0,42.0,11.0,9.0,6.0,5.0,7.0,3.0,209.88767117105732,0.5406205737001648,9.097393348570096,5.453090952582682,380.6940391529581
55376d5c205fa844,0,red,David Martinez,30.0,13.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.058748602771659976,1.0792856583182928,3.6762459816493935,61.24482604404227
55376d5c205fa844,0,blue,Saimon Oliveira,38.0,15.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,-0.7767766839057356,1.2181573261777516,1.9971177029803424,35.37395402964692
55376d5c205fa844,1,red,David Martinez,35.0,18.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.3040087939080816,1.0792856583182928,3.6762459816493935,61.24482604404227
55376d5c205fa844,1,blue,Saimon Oliveira,37.0,14.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,0.5601318059934661,1.2181573261777516,1.9971177029803424,35.37395402964692
55376d5c205fa844,2,red,David Martinez,33.0,13.0,2.0,1.0,7.0,5.0,0.0,0.0,178.60672819703828,1.5883963100643514,1.0792856583182928,3.6762459816493935,61.24482604404227
55376d5c205fa844,2,blue,Saimon Oliveira,33.0,15.0,3.0,2.0,2.0,2.0,1.0,1.0,40.063049636573716,-1.1375711582676906,1.2181573261777516,1.9971177029803424,35.37395402964692
55376d5c205fa844,3,red,David Martinez,43.0,25.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,-1.225295753387644,1.0792856583182928,3.6762459816493935,61.24482604404227
55376d5c205fa844,3,blue,Saimon Oliveira,25.0,9.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,-0.865165181175848,1.2181573261777516,1.9971177029803424,35.37395402964692
55376d5c205fa844,4,red,David Martinez,28.0,15.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,-0.4316753979992858,1.0792856583182928,3.6762459816493935,61.24482604404227
55376d5c205fa844,4,blue,Saimon Oliveira,46.0,14.0,2.0,0.0,4.0,1.0,3.0,0.0,48.830078550750315,1.9878663590396395,1.2181573261777516,1.9971177029803424,35.37395402964692
55376d5c205fa844,5,red,David Martinez,28.0,15.0,2.0,2.0,5.0,3.0,1.0,0.0,17.20264210104626,0.6366677588006185,1.0792856583182928,3.6762459816493935,61.24482604404227
55376d5c205fa844,5,blue,Saimon Oliveira,37.0,12.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,-1.3951732738799707,1.2181573261777516,1.9971177029803424,35.37395402964692
55376d5c205fa844,6,red,David Martinez,38.0,17.0,0.0,0.0,5.0,4.0,1.0,0.0,278.0,1.5002370499021265,1.0792856583182928,3.6762459816493935,61.24482604404227
55376d5c205fa844,6,blue,Saimon Oliveira,34.0,14.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,-0.053598418384996,1.2181573261777516,1.9971177029803424,35.37395402964692
55376d5c205fa844,7,red,David Martinez,28.0,14.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,-1.379557046720639,1.0792856583182928,3.6762459816493935,61.24482604404227
55376d5c205fa844,7,blue,Saimon Oliveira,48.0,21.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,-0.06810508968745524,1.2181573261777516,1.9971177029803424,35.37395402964692
