fight_id,path,side,fighter_name,duration,control_rescaled,sim_distance_attempted,sim_distance_landed,pred_distance_attempted,sim_clinch_attempted,sim_clinch_landed,pred_clinch_attempted,sim_ground_attempted,sim_ground_landed,pred_ground_attempted,sim_td_attempted,sim_td_landed,pred_td_attempted,sim_qualified_control_inflicted_seconds,pred_qualified_control_inflicted_seconds
41cdbcc0f3635b8f,1,red,Christian Rodriguez,900.0,0.0,51.0,34.0,71.54374942666963,1.0,1.0,8.608056966568281,9.0,5.0,16.225591527502903,5.0,4.0,3.640719647452271,0.06688109984164713,263.4162825113137
41cdbcc0f3635b8f,1,blue,Melquizael Costa,900.0,0.0,32.0,11.0,84.07433599019087,4.0,3.0,7.883182079043587,2.0,1.0,5.453090952582682,6.0,2.0,9.097393348570096,0.11066046423692842,380.69403915294976
41cdbcc0f3635b8f,2,red,Christian Rodriguez,900.0,0.0,53.0,15.0,71.54374942666963,42.0,36.0,8.608056966568281,38.0,25.0,16.225591527502903,0.0,0.0,3.640719647452271,899.9999981330988,263.4162825113137
41cdbcc0f3635b8f,2,blue,Melquizael Costa,900.0,0.0,64.0,29.0,84.07433599019087,3.0,3.0,7.883182079043587,13.0,7.0,5.453090952582682,1.0,1.0,9.097393348570096,2.4392674730964844e-14,380.69403915294976
41cdbcc0f3635b8f,3,red,Christian Rodriguez,900.0,1.0,76.0,36.0,71.54374942666963,1.0,1.0,8.608056966568281,0.0,0.0,16.225591527502903,1.0,1.0,3.640719647452271,308.19694287281663,263.4162825113137
41cdbcc0f3635b8f,3,blue,Melquizael Costa,900.0,1.0,113.0,50.0,84.07433599019087,3.0,2.0,7.883182079043587,7.0,3.0,5.453090952582682,5.0,0.0,9.097393348570096,591.8030571271834,380.69403915294976
41cdbcc0f3635b8f,4,red,Christian Rodriguez,900.0,1.0,74.0,41.0,71.54374942666963,24.0,16.0,8.608056966568281,0.0,0.0,16.225591527502903,5.0,1.0,3.640719647452271,6.549597526929792,263.4162825113137
41cdbcc0f3635b8f,4,blue,Melquizael Costa,900.0,1.0,82.0,30.0,84.07433599019087,3.0,2.0,7.883182079043587,0.0,0.0,5.453090952582682,4.0,2.0,9.097393348570096,893.4504024730702,380.69403915294976
41cdbcc0f3635b8f,5,red,Christian Rodriguez,900.0,0.0,90.0,49.0,71.54374942666963,1.0,1.0,8.608056966568281,43.0,31.0,16.225591527502903,2.0,1.0,3.640719647452271,879.9757479016436,263.4162825113137
41cdbcc0f3635b8f,5,blue,Melquizael Costa,900.0,0.0,42.0,20.0,84.07433599019087,18.0,11.0,7.883182079043587,3.0,2.0,5.453090952582682,12.0,8.0,9.097393348570096,2.7206151743125265e-07,380.69403915294976
41cdbcc0f3635b8f,6,red,Christian Rodriguez,900.0,1.0,52.0,20.0,71.54374942666963,0.0,0.0,8.608056966568281,17.0,10.0,16.225591527502903,2.0,1.0,3.640719647452271,21.800006861300908,263.4162825113137
41cdbcc0f3635b8f,6,blue,Melquizael Costa,900.0,1.0,87.0,37.0,84.07433599019087,21.0,16.0,7.883182079043587,2.0,2.0,5.453090952582682,5.0,1.0,9.097393348570096,878.1999931386991,380.69403915294976
41cdbcc0f3635b8f,7,red,Christian Rodriguez,900.0,0.0,84.0,40.0,71.54374942666963,9.0,7.0,8.608056966568281,11.0,6.0,16.225591527502903,6.0,4.0,3.640719647452271,2.588316212844869e-06,263.4162825113137
41cdbcc0f3635b8f,7,blue,Melquizael Costa,900.0,0.0,38.0,19.0,84.07433599019087,0.0,0.0,7.883182079043587,0.0,0.0,5.453090952582682,8.0,3.0,9.097393348570096,306.2052538022968,380.69403915294976
41cdbcc0f3635b8f,8,red,Christian Rodriguez,900.0,0.0,68.0,28.0,71.54374942666963,4.0,3.0,8.608056966568281,14.0,11.0,16.225591527502903,2.0,1.0,3.640719647452271,3.5677541411795395,263.4162825113137
41cdbcc0f3635b8f,8,blue,Melquizael Costa,900.0,0.0,107.0,44.0,84.07433599019087,1.0,1.0,7.883182079043587,2.0,1.0,5.453090952582682,1.0,1.0,9.097393348570096,122.28167039591054,380.69403915294976
41cdbcc0f3635b8f,9,red,Christian Rodriguez,900.0,0.0,86.0,42.0,71.54374942666963,2.0,2.0,8.608056966568281,11.0,8.0,16.225591527502903,15.0,10.0,3.640719647452271,2.7559545371492813e-07,263.4162825113137
41cdbcc0f3635b8f,9,blue,Melquizael Costa,900.0,0.0,65.0,20.0,84.07433599019087,3.0,3.0,7.883182079043587,1.0,0.0,5.453090952582682,3.0,0.0,9.097393348570096,773.0226742818955,380.69403915294976
41cdbcc0f3635b8f,10,red,Christian Rodriguez,900.0,0.0,74.0,30.0,71.54374942666963,0.0,0.0,8.608056966568281,9.0,7.0,16.225591527502903,8.0,4.0,3.640719647452271,7.538645937822959e-16,263.4162825113137
41cdbcc0f3635b8f,10,blue,Melquizael Costa,900.0,0.0,152.0,60.0,84.07433599019087,3.0,3.0,7.883182079043587,12.0,6.0,5.453090952582682,11.0,3.0,9.097393348570096,895.151424242721,380.69403915294976
41cdbcc0f3635b8f,11,red,Christian Rodriguez,900.0,0.0,164.0,76.0,71.54374942666963,2.0,2.0,8.608056966568281,9.0,7.0,16.225591527502903,0.0,0.0,3.640719647452271,2.655626807983368,263.4162825113137
